orig_string	country	city	city_wd	parent_institution_normalized	parent_type	parent_wd	parent_wikidata_uri	parent_reconci	parent_factgrid	parent_ROR	parent_ROR_link	parent_url	institutional_subunit_normalized	subunit_wd	subunit_wikidata_uri	subunit_reconci	subunit_factgrid	subunit_ROR	subunit_ROR_link	subunit_url
Deutsche Nationalbibliothek, Frankfurt a.M.	Deutschland	Frankfurt am Main	Q1794	Deutsche Nationalbibliothek	Bibliothek	Q27302	http://www.wikidata.org/entity/Q27302	Deutsche Nationalbibliothek	Q97320	01n7gem85	https://ror.org/01n7gem85									
Deutsches Historisches Institut Paris, Frankreich	Frankreich	Paris	Q90	Deutsches Historisches Institut Paris		Q836312	http://www.wikidata.org/entity/Q836312	Deutsches Historisches Institut Paris	Q389592	02f1mqt91	https://ror.org/02f1mqt91									
Deutsches Museum, Deutschland	Deutschland	München	Q1726	Deutsches Museum München	Museum	Q131617	http://www.wikidata.org/entity/Q131617	Deutsches Museum		00a7n7g54	https://ror.org/00a7n7g54									
Digital Humanities Lab, EPF Lausanne	Schweiz	Lausanne	Q807	École polytechnique fédérale de Lausanne	Universität	Q262760	http://www.wikidata.org/entity/Q262760	École polytechnique fédérale de Lausanne		02s376052	https://ror.org/02s376052		Digital Humanities Lab							
Donau Universität Krems, Österreich	Österreich	Krems	Q131266	Donau-Universität Krems	Universität	Q508048	http://www.wikidata.org/entity/Q508048	Universität für Weiterbildung Krems		03ef4a036	https://ror.org/03ef4a036									
Electronic Textual Cultures Lab, University of Victoria, Canada	Kanada	Victoria	Q2132	University of Victoria	Universität	Q1458113	http://www.wikidata.org/entity/Q1458113	University of Victoria		04s5mat29	https://ror.org/04s5mat29		Electronic Textual Cultures Lab							
Forschungsverbund Marbach Weimar Wolfenbüttel	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel		Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Herzog August Bibliothek Wolfenbüttel	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Herzog August Bibliothek Wolfenbüttel	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Forschungsverbund MWW	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel	Forschungsverbund	Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Herzog August Bibliothek Wolfenbüttel	Deutschland	Wolfenbüttel	Q4122	Herzog August Bibliothek Wolfenbüttel	Bibliothek	Q663820	http://www.wikidata.org/entity/Q663820	Herzog August Bibliothek	Q219410	02y5mkh60	https://ror.org/02y5mkh60									
Forschungsverbund MWW	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel	Forschungsverbund	Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Klassik Stiftung Weimar, Deutschland	Deutschland	Weimar	Q3955	Klassik Stiftung Weimar		Q315452	http://www.wikidata.org/entity/Q315452	Klassik Stiftung Weimar	Q196200	02ad32n85	https://ror.org/02ad32n85									
Forschungsverbund MWW, Deutschland	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel		Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Freier Journalist und Informatiker, Berlin	Deutschland	Berlin	Q64	Freier Journalist und Informatiker																
Freies Deutsches Hochstift	Deutschland			Freies Deutsches Hochstift		Q1247239	http://www.wikidata.org/entity/Q1247239	Freies Deutsches Hochstift	Q220269											
Frankfurter Goethe-Museum	Deutschland	Frankfurt am Main	Q1794	Frankfurter Goethe-Museum																
Friedrich-Alexander-Universität Erlangen-Nürnberg, Deutschland	Deutschland			Friedrich-Alexander Universität Erlangen-Nürnberg	Universität	Q40025	http://www.wikidata.org/entity/Q40025	Friedrich-Alexander-Universität Erlangen-Nürnberg		00f7hpc57	https://ror.org/00f7hpc57									
GCDH, Universität Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73		Göttingen Centre for Digital Humanities							
Georg-August-Universität Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73									
Germanisches Nationalmuseum Nürnberg, Deutschland	Deutschland	Nürnberg	Q2090	Germanisches Nationalmuseum Nürnberg	Museum	Q478695	http://www.wikidata.org/entity/Q478695	Germanisches Nationalmuseum	Q23379	02fv99722	https://ror.org/02fv99722									
Germanisches Nationalmuseum	Deutschland			Germanisches Nationalmuseum Nürnberg	Museum	Q478695	http://www.wikidata.org/entity/Q478695	Germanisches Nationalmuseum	Q23379	02fv99722	https://ror.org/02fv99722									
Goethe Universität Frankfurt am Main, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Goethe Universität Frankfurt am Main, Kunstgeschichtliches Institut, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49		Kunstgeschichtliches Institut	Q17353765	http://www.wikidata.org/entity/Q17353765	Kunstgeschichtliches Institut der Johann Wolfgang Goethe-Universität Frankfurt am Main				
Deutsches Forum für Kunstgeschichte Paris, Frankreich	Frankreich	Paris	Q90	Deutsches Forum für Kunstgeschichte		Q253771	http://www.wikidata.org/entity/Q253771	Deutsches Forum für Kunstgeschichte		01zsnaa93	https://ror.org/01zsnaa93									
Goethe Universität Frankfurt am Main, Kunstgeschichtliches Institut, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49		Kunstgeschichtliches Institut	Q17353765	http://www.wikidata.org/entity/Q17353765	Kunstgeschichtliches Institut der Johann Wolfgang Goethe-Universität Frankfurt am Main				
Deutsches Forum für Kunstgeschichte Paris, Frankreich	Frankreich	Paris	Q90	Deutsches Forum für Kunstgeschichte		Q253771	http://www.wikidata.org/entity/Q253771	Deutsches Forum für Kunstgeschichte		01zsnaa93	https://ror.org/01zsnaa93									
Goethe Universität Frankfurt, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Goethe University of Frankfurt, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Goethe-Universität Frankfurt, Deutschland	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Hamburger Zentrum für Sprachkorpora, Universität Hamburg, Deutschland	Deutschland	Hamburg	Q1055	Universität Hamburg	Universität	Q156725	http://www.wikidata.org/entity/Q156725	Universität Hamburg	Q172914	00g30e956	https://ror.org/00g30e956		Hamburger Zentrum für Sprachkorpora							
Hochschule Mainz - University of Applied Sciences, Deutschland	Deutschland	Mainz	Q1720	Hochschule Mainz		Q459724	http://www.wikidata.org/entity/Q459724	Hochschule Mainz	Q452532	02re32a17	https://ror.org/02re32a17									
Hochschule Mainz – University of Applied Sciences, Deutschland	Deutschland	Mainz	Q1720	Hochschule Mainz		Q459724	http://www.wikidata.org/entity/Q459724	Hochschule Mainz	Q452532	02re32a17	https://ror.org/02re32a17									
Hochschule Mainz – University of Applied Sciences	Deutschland	Mainz	Q1720	Hochschule Mainz		Q459724	http://www.wikidata.org/entity/Q459724	Hochschule Mainz	Q452532	02re32a17	https://ror.org/02re32a17									
Institut für Deutsche Sprache, Deutschland	Deutschland			Institut für Deutsche Sprache Mannheim		Q1664834	http://www.wikidata.org/entity/Q1664834	Leibniz-Institut für Deutsche Sprache		00hvwkt50	https://ror.org/00hvwkt50									
Institut für Deutsche Sprache, Mannheim, Deutschland	Deutschland	Mannheim	Q2119	Institut für Deutsche Sprache Mannheim		Q1664834	http://www.wikidata.org/entity/Q1664834	Leibniz-Institut für Deutsche Sprache		00hvwkt50	https://ror.org/00hvwkt50									
Institut für Dokumentologie und Editorik (IDE)				Institut für Dokumentologie und Editorik e.V.	Verein	Q1664838	http://www.wikidata.org/entity/Q1664838	Institut für Dokumentologie und Editorik												
Berlin-Brandenburgische Akademie der Wissenschaften	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443									
Karl-Franzens-Universität Graz	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77									
Österreichische Nationalbibliothek	Österreich	Wien	Q1741	Österreichische Nationalbibliothek	Bibliothek	Q304037	http://www.wikidata.org/entity/Q304037	Österreichische Nationalbibliothek	Q219414	03dscga50	https://ror.org/03dscga50									
Institut für Geoinformatik, WWU Münster, Deutschland	Deutschland	Münster	Q2742	Westfälische Wilhelms Universität Münster	Universität	Q168426	http://www.wikidata.org/entity/Q168426	Westfälische Wilhelms-Universität Münster	Q43648	00pd74e08	https://ror.org/00pd74e08		Institut für Geoinformatik	Q101393234	http://www.wikidata.org/entity/Q101393234	Westfalische Wilhelms Universität Münster Institut für Geoinformatik				
Institut für Linguistik, Universität zu Köln	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Institut für Linguistik	Q101248536	http://www.wikidata.org/entity/Q101248536	Universität zu Köln Institut für Linguistik				
Institut für maschinelle Sprachverarbeitung, Universität Stuttgart, Deutschland	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Maschinelle Sprachverarbeitung	Q101391432	http://www.wikidata.org/entity/Q101391432	Universität Stuttgart Institut für Maschinelle Sprachverarbeitung				
Johann Wolfgang Goethe-Universität Frankfurt am Main	Deutschland	Frankfurt am Main	Q1794	Johann Wolfgang Goethe-Universität Frankfurt am Main	Universität	Q50662	http://www.wikidata.org/entity/Q50662	Goethe-Universität Frankfurt am Main		04cvxnb49	https://ror.org/04cvxnb49									
Johannes Gutenberg-Universität Mainz, Deutschland	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
Johannes Gutenberg-Universität Mainz	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
Johannes Gutenberg-Universität, Deutschland	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
Universitätsarchiv Mainz	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
Julius-Maximilians-Universität, Deutschland	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24									
Karl-Franzens-Universität Graz	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77									
Karlsruher Institut für Technologie, Deutschland	Deutschland	Karlsruhe	Q1040	Karlsruher Institut für Technologie	Universität	Q309988	http://www.wikidata.org/entity/Q309988	Karlsruher Institut für Technologie		04t3en479	https://ror.org/04t3en479									
Landesarchiv Baden-Württemberg, Deutschland	Deutschland			Landesarchiv Baden-Württemberg	Archiv	Q1231602	http://www.wikidata.org/entity/Q1231602	Landesarchiv Baden-Württemberg		02rrh0b30	https://ror.org/02rrh0b30									
Language Technology Group, Universität Hamburg, Deutschland	Deutschland	Hamburg	Q1055	Universität Hamburg	Universität	Q156725	http://www.wikidata.org/entity/Q156725	Universität Hamburg	Q172914	00g30e956	https://ror.org/00g30e956		Language Technology Group							
Le Mans Université, Frankreich	Frankreich			Le Mans Université	Universität	Q834825	http://www.wikidata.org/entity/Q834825	Université du Mans		01mtcc283	https://ror.org/01mtcc283									
Max-Planck-Institut für europäische Rechtsgeschichte, Deutschland	Deutschland			Max-Planck-Institut für europäische Rechtsgeschichte		Q1912108	http://www.wikidata.org/entity/Q1912108	Max-Planck-Institut für Rechtsgeschichte und Rechtstheorie		00jpzvz45	https://ror.org/00jpzvz45									
MLU Halle/Wittenberg, Deutschland	Deutschland	Halle	Q2814	Martin-Luther-Universität Halle-Wittenberg	Universität	Q32120	http://www.wikidata.org/entity/Q32120	Martin-Luther-Universität Halle-Wittenberg	Q11306	05gqaka33	https://ror.org/05gqaka33									
Nasjonalbiblioteket, Oslo, Norwegen	Norwegen	Oslo	Q585	Nasjonalbiblioteket Oslo	Bibliothek	Q924551	http://www.wikidata.org/entity/Q924551	Norwegische Nationalbibliothek												
Niedersächsische Staats- und Universitätsbibliothek Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Niedersächsische Staats- und Universitätsbibliothek Göttingen	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Niedersächsische Staats- und Universitätsbibliothek, Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
ÖAW, Wien	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24									
Österreichische Akademie der Wissenschaften, Wien, Österreich	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24									
Rheinische Friedrich-Wilhelms-Universität, Abteilung für Altamerikanistik, Deutschland	Deutschland			Rheinische Friedrich-Wilhelms-Universität Bonn	Universität	Q152171	http://www.wikidata.org/entity/Q152171	Rheinische Friedrich-Wilhelms-Universität Bonn	Q30812	041nas322	https://ror.org/041nas322		Abteilung für Altamerikanistik	Q101248064	http://www.wikidata.org/entity/Q101248064	Rheinische Friedrich-Wilhelms-Universität Bonn. Abteilung für Altamerikanistik				
